_id,roboFlyId,cost_type,costs_in_euro
COST_ITEM_ID_55,RoboFly_ID_1,ENERGY,4.946019839588778
COST_ITEM_ID_56,RoboFly_ID_1,ENERGY,3.7907078016265086
COST_ITEM_ID_57,RoboFly_ID_1,ENERGY,3.6245614555555625
COST_ITEM_ID_58,RoboFly_ID_1,ENERGY,4.150712675000941
COST_ITEM_ID_59,RoboFly_ID_1,ENERGY,1.3661266281467979
COST_ITEM_ID_60,RoboFly_ID_1,ENERGY,2.3521827876258996
COST_ITEM_ID_61,RoboFly_ID_1,ENERGY,3.3660481320431948
COST_ITEM_ID_62,RoboFly_ID_1,ENERGY,3.5843691807114184
COST_ITEM_ID_63,RoboFly_ID_1,ENERGY,3.7696658265638923
COST_ITEM_ID_64,RoboFly_ID_1,ENERGY,4.165218985619031
COST_ITEM_ID_65,RoboFly_ID_1,ENERGY,2.8126918370366734
COST_ITEM_ID_66,RoboFly_ID_1,ENERGY,2.7402680771600645
COST_ITEM_ID_67,RoboFly_ID_1,ENERGY,0.37397212511178685
COST_ITEM_ID_68,RoboFly_ID_1,ENERGY,4.545709237376346
COST_ITEM_ID_69,RoboFly_ID_1,ENERGY,0.275951496550486
COST_ITEM_ID_70,RoboFly_ID_1,ENERGY,0.40872207896945434
COST_ITEM_ID_71,RoboFly_ID_1,ENERGY,1.7786965814265807
COST_ITEM_ID_72,RoboFly_ID_1,ENERGY,2.2579462637517924
COST_ITEM_ID_73,RoboFly_ID_1,ENERGY,4.622997337856527
COST_ITEM_ID_74,RoboFly_ID_1,ENERGY,1.532624500936448
COST_ITEM_ID_75,RoboFly_ID_1,ENERGY,3.6720653869386823
COST_ITEM_ID_76,RoboFly_ID_1,ENERGY,1.2319698407945845
COST_ITEM_ID_77,RoboFly_ID_1,ENERGY,0.5656599678026628
COST_ITEM_ID_78,RoboFly_ID_1,ENERGY,5.09027977770569
COST_ITEM_ID_79,RoboFly_ID_1,ENERGY,1.334370134375746
COST_ITEM_ID_80,RoboFly_ID_1,ENERGY,1.49633605698278
COST_ITEM_ID_81,RoboFly_ID_1,ENERGY,1.450307459858147
COST_ITEM_ID_82,RoboFly_ID_1,ENERGY,3.6528066813208464
COST_ITEM_ID_83,RoboFly_ID_1,ENERGY,4.126955710059408
COST_ITEM_ID_84,RoboFly_ID_1,ENERGY,4.8173751139916785
COST_ITEM_ID_85,RoboFly_ID_1,ENERGY,4.98948527923875
COST_ITEM_ID_86,RoboFly_ID_1,ENERGY,2.338844901264821
COST_ITEM_ID_87,RoboFly_ID_1,ENERGY,3.994872155249194
COST_ITEM_ID_88,RoboFly_ID_1,ENERGY,1.9997243987472269
COST_ITEM_ID_89,RoboFly_ID_1,ENERGY,3.091826796607153
COST_ITEM_ID_90,RoboFly_ID_1,ENERGY,4.610048455387207
COST_ITEM_ID_91,RoboFly_ID_1,ENERGY,4.715307033657218
COST_ITEM_ID_92,RoboFly_ID_1,ENERGY,3.1932068189708356
COST_ITEM_ID_93,RoboFly_ID_1,ENERGY,2.9514782237148243
COST_ITEM_ID_94,RoboFly_ID_1,ENERGY,2.573162203792117
COST_ITEM_ID_95,RoboFly_ID_1,ENERGY,4.091934665077076
COST_ITEM_ID_96,RoboFly_ID_1,ENERGY,2.767968995772786
COST_ITEM_ID_97,RoboFly_ID_1,ENERGY,0.9520810489502172
COST_ITEM_ID_98,RoboFly_ID_1,ENERGY,2.82835740703224
COST_ITEM_ID_99,RoboFly_ID_1,ENERGY,0.9773978476805254
COST_ITEM_ID_100,RoboFly_ID_1,ENERGY,0.8132047594996004
COST_ITEM_ID_101,RoboFly_ID_1,ENERGY,4.023217384814094
COST_ITEM_ID_102,RoboFly_ID_1,ENERGY,0.8789383255839414
COST_ITEM_ID_103,RoboFly_ID_1,ENERGY,3.602281597421679
COST_ITEM_ID_104,RoboFly_ID_1,ENERGY,4.7347570315337295
COST_ITEM_ID_105,RoboFly_ID_1,ENERGY,0.7591445820769557
COST_ITEM_ID_106,RoboFly_ID_1,ENERGY,4.794537886442206
COST_ITEM_ID_107,RoboFly_ID_1,ENERGY,4.099139971899216
COST_ITEM_ID_108,RoboFly_ID_1,ENERGY,0.32342658021759163
COST_ITEM_ID_109,RoboFly_ID_1,ENERGY,3.47063499013299
COST_ITEM_ID_110,RoboFly_ID_1,ENERGY,3.798480039339793
COST_ITEM_ID_111,RoboFly_ID_1,ENERGY,4.834410383006346
COST_ITEM_ID_112,RoboFly_ID_1,ENERGY,3.4889101351582013
COST_ITEM_ID_113,RoboFly_ID_1,ENERGY,0.5907842260670226
COST_ITEM_ID_114,RoboFly_ID_1,ENERGY,4.230118596738331
COST_ITEM_ID_115,RoboFly_ID_1,ENERGY,3.5493734733683207
COST_ITEM_ID_116,RoboFly_ID_1,ENERGY,1.4539515310685425
COST_ITEM_ID_117,RoboFly_ID_1,ENERGY,1.6947611647038625
COST_ITEM_ID_118,RoboFly_ID_1,ENERGY,2.1146472962070653
COST_ITEM_ID_119,RoboFly_ID_1,ENERGY,1.7137151356724036
COST_ITEM_ID_120,RoboFly_ID_1,ENERGY,0.47950492130370337
COST_ITEM_ID_121,RoboFly_ID_1,ENERGY,0.7716504987109162
COST_ITEM_ID_122,RoboFly_ID_1,ENERGY,3.2061303801548466
COST_ITEM_ID_123,RoboFly_ID_1,ENERGY,2.211696669956116
COST_ITEM_ID_124,RoboFly_ID_1,ENERGY,2.944498815859911
COST_ITEM_ID_125,RoboFly_ID_1,ENERGY,4.703770048901534
COST_ITEM_ID_126,RoboFly_ID_1,ENERGY,1.8043167491416603
COST_ITEM_ID_127,RoboFly_ID_1,ENERGY,1.3614619501735763
COST_ITEM_ID_128,RoboFly_ID_1,ENERGY,4.533130487679532
COST_ITEM_ID_129,RoboFly_ID_1,ENERGY,2.4651493264970616
COST_ITEM_ID_130,RoboFly_ID_1,ENERGY,3.682178191946809
COST_ITEM_ID_131,RoboFly_ID_1,ENERGY,1.1125870057536018
COST_ITEM_ID_132,RoboFly_ID_1,ENERGY,4.188529860949609
COST_ITEM_ID_133,RoboFly_ID_1,ENERGY,1.8462111909779304
COST_ITEM_ID_134,RoboFly_ID_1,ENERGY,3.4490494978682236
COST_ITEM_ID_135,RoboFly_ID_1,ENERGY,2.1756212755463764
COST_ITEM_ID_136,RoboFly_ID_1,ENERGY,1.5741041304212908
COST_ITEM_ID_137,RoboFly_ID_1,ENERGY,1.4961284417848875
COST_ITEM_ID_138,RoboFly_ID_1,ENERGY,1.0137542313883596
COST_ITEM_ID_139,RoboFly_ID_1,ENERGY,1.2100735889235197
COST_ITEM_ID_140,RoboFly_ID_1,ENERGY,4.49290559262222
COST_ITEM_ID_141,RoboFly_ID_1,ENERGY,0.6978079079415382
COST_ITEM_ID_142,RoboFly_ID_1,ENERGY,1.0531599976991934
COST_ITEM_ID_143,RoboFly_ID_1,ENERGY,1.3340678384306508
COST_ITEM_ID_144,RoboFly_ID_1,ENERGY,2.6009626529761345
COST_ITEM_ID_145,RoboFly_ID_1,ENERGY,4.553008532825248
COST_ITEM_ID_146,RoboFly_ID_1,ENERGY,2.4842365432764395
COST_ITEM_ID_147,RoboFly_ID_1,ENERGY,3.619715551716631
COST_ITEM_ID_148,RoboFly_ID_1,ENERGY,3.9126693238903147
COST_ITEM_ID_149,RoboFly_ID_1,ENERGY,1.356705916520002
COST_ITEM_ID_150,RoboFly_ID_1,ENERGY,4.5318806353380605
COST_ITEM_ID_151,RoboFly_ID_1,ENERGY,4.0031540557322955
COST_ITEM_ID_152,RoboFly_ID_1,ENERGY,4.735053527935096
COST_ITEM_ID_153,RoboFly_ID_1,ENERGY,3.9804953843609177
COST_ITEM_ID_154,RoboFly_ID_1,ENERGY,2.9805182886701487
COST_ITEM_ID_155,RoboFly_ID_1,ENERGY,0.5671472038900296
COST_ITEM_ID_156,RoboFly_ID_1,ENERGY,1.1330238459464286
COST_ITEM_ID_157,RoboFly_ID_1,ENERGY,2.164555915364965
COST_ITEM_ID_158,RoboFly_ID_1,ENERGY,4.044817504648728
COST_ITEM_ID_159,RoboFly_ID_1,ENERGY,2.8971657849131005
COST_ITEM_ID_160,RoboFly_ID_1,ENERGY,2.0695420950057226
COST_ITEM_ID_161,RoboFly_ID_1,ENERGY,3.7865025434387563
COST_ITEM_ID_162,RoboFly_ID_1,ENERGY,1.493713335287429
COST_ITEM_ID_163,RoboFly_ID_1,ENERGY,3.9189464880507243
COST_ITEM_ID_164,RoboFly_ID_1,ENERGY,4.483076035150012
COST_ITEM_ID_165,RoboFly_ID_1,ENERGY,3.9833104210062387
COST_ITEM_ID_166,RoboFly_ID_1,ENERGY,4.112392499816711
COST_ITEM_ID_167,RoboFly_ID_1,ENERGY,4.746667182412006
COST_ITEM_ID_168,RoboFly_ID_1,ENERGY,4.8096592352379455
COST_ITEM_ID_169,RoboFly_ID_1,ENERGY,1.5494202061365492
COST_ITEM_ID_170,RoboFly_ID_1,ENERGY,2.688884052860279
COST_ITEM_ID_171,RoboFly_ID_1,ENERGY,4.156084130762984
COST_ITEM_ID_172,RoboFly_ID_1,ENERGY,0.6284158724150721
COST_ITEM_ID_173,RoboFly_ID_1,ENERGY,0.7701218992988
COST_ITEM_ID_174,RoboFly_ID_1,ENERGY,4.465467222748772
COST_ITEM_ID_175,RoboFly_ID_1,ENERGY,1.9962439882418415
COST_ITEM_ID_176,RoboFly_ID_1,ENERGY,2.15750581310237
COST_ITEM_ID_177,RoboFly_ID_1,ENERGY,1.8743604018658606
COST_ITEM_ID_178,RoboFly_ID_1,ENERGY,2.3502353377809637
COST_ITEM_ID_179,RoboFly_ID_1,ENERGY,1.2167119853850723
COST_ITEM_ID_180,RoboFly_ID_1,ENERGY,1.3021025715824281
COST_ITEM_ID_181,RoboFly_ID_1,ENERGY,3.6052196401797327
COST_ITEM_ID_182,RoboFly_ID_1,ENERGY,4.640843786001408
COST_ITEM_ID_183,RoboFly_ID_1,ENERGY,2.6646518265892425
COST_ITEM_ID_184,RoboFly_ID_1,ENERGY,4.4572376399629015
COST_ITEM_ID_185,RoboFly_ID_1,ENERGY,2.459513628924142
COST_ITEM_ID_186,RoboFly_ID_1,ENERGY,0.37072122209952757
COST_ITEM_ID_187,RoboFly_ID_1,ENERGY,2.4975479966091685
COST_ITEM_ID_188,RoboFly_ID_1,ENERGY,3.4961278574148067
COST_ITEM_ID_189,RoboFly_ID_1,ENERGY,1.040153031778991
COST_ITEM_ID_190,RoboFly_ID_1,ENERGY,3.8478386946557928
COST_ITEM_ID_191,RoboFly_ID_1,ENERGY,4.562877214372603
COST_ITEM_ID_192,RoboFly_ID_1,ENERGY,0.6289488766321039
COST_ITEM_ID_193,RoboFly_ID_1,ENERGY,1.7462486440466785
COST_ITEM_ID_194,RoboFly_ID_1,ENERGY,3.7175087777760756
COST_ITEM_ID_195,RoboFly_ID_1,ENERGY,0.9156166078879538
COST_ITEM_ID_196,RoboFly_ID_1,ENERGY,0.4479247896960944
COST_ITEM_ID_197,RoboFly_ID_1,ENERGY,2.3462815363910576
COST_ITEM_ID_198,RoboFly_ID_1,ENERGY,2.7936234068816197
COST_ITEM_ID_199,RoboFly_ID_1,ENERGY,4.978120577734462
COST_ITEM_ID_200,RoboFly_ID_1,ENERGY,2.7820755688382137
COST_ITEM_ID_201,RoboFly_ID_1,ENERGY,0.7390877049416431
COST_ITEM_ID_202,RoboFly_ID_1,ENERGY,2.417245418300936
COST_ITEM_ID_203,RoboFly_ID_1,ENERGY,0.4946001988205395
COST_ITEM_ID_204,RoboFly_ID_1,ENERGY,2.518995968281137
COST_ITEM_ID_205,RoboFly_ID_1,ENERGY,1.0558940738130849
COST_ITEM_ID_206,RoboFly_ID_1,ENERGY,0.8175287322610001
COST_ITEM_ID_207,RoboFly_ID_1,ENERGY,2.3442077759577318
COST_ITEM_ID_208,RoboFly_ID_1,ENERGY,1.9116388593814095
COST_ITEM_ID_209,RoboFly_ID_1,ENERGY,1.8941916064369044
COST_ITEM_ID_210,RoboFly_ID_1,ENERGY,4.667573477473877
COST_ITEM_ID_211,RoboFly_ID_1,ENERGY,2.952562144311698
COST_ITEM_ID_212,RoboFly_ID_1,ENERGY,4.025227311323151
COST_ITEM_ID_213,RoboFly_ID_1,ENERGY,2.9508416919528764
COST_ITEM_ID_214,RoboFly_ID_1,ENERGY,2.297007209644597
COST_ITEM_ID_215,RoboFly_ID_1,ENERGY,0.981437228527925
COST_ITEM_ID_216,RoboFly_ID_1,ENERGY,4.143148884237261
COST_ITEM_ID_217,RoboFly_ID_1,ENERGY,4.337485905838964
COST_ITEM_ID_218,RoboFly_ID_1,ENERGY,4.993839359920937
COST_ITEM_ID_219,RoboFly_ID_1,ENERGY,0.9302968296298684
COST_ITEM_ID_220,RoboFly_ID_1,ENERGY,3.040961060848545
COST_ITEM_ID_221,RoboFly_ID_1,ENERGY,1.966066266347614
COST_ITEM_ID_222,RoboFly_ID_1,ENERGY,3.8504489975219185
COST_ITEM_ID_223,RoboFly_ID_1,ENERGY,2.1013731558508413
COST_ITEM_ID_224,RoboFly_ID_1,ENERGY,2.95448842662586
COST_ITEM_ID_225,RoboFly_ID_1,ENERGY,0.7360616302084986
COST_ITEM_ID_226,RoboFly_ID_1,ENERGY,3.082440456569029
COST_ITEM_ID_227,RoboFly_ID_1,ENERGY,0.4620666711481528
COST_ITEM_ID_228,RoboFly_ID_1,ENERGY,2.961396267619213
COST_ITEM_ID_229,RoboFly_ID_1,ENERGY,2.087906687430516
COST_ITEM_ID_230,RoboFly_ID_1,ENERGY,2.974546972496554
COST_ITEM_ID_231,RoboFly_ID_1,ENERGY,4.284590186446746
COST_ITEM_ID_232,RoboFly_ID_1,ENERGY,1.0655984564993277
COST_ITEM_ID_233,RoboFly_ID_1,ENERGY,1.7589839208659062
COST_ITEM_ID_234,RoboFly_ID_1,ENERGY,2.984756649897773
COST_ITEM_ID_235,RoboFly_ID_1,ENERGY,4.3529812239465615
COST_ITEM_ID_236,RoboFly_ID_1,ENERGY,3.4203890724454347
COST_ITEM_ID_237,RoboFly_ID_1,ENERGY,5.0895670478168125
COST_ITEM_ID_238,RoboFly_ID_1,ENERGY,2.06640631590105
COST_ITEM_ID_239,RoboFly_ID_1,ENERGY,3.9018777814175234
COST_ITEM_ID_240,RoboFly_ID_1,ENERGY,2.899284593330914
COST_ITEM_ID_241,RoboFly_ID_1,ENERGY,3.7261398481183114
COST_ITEM_ID_242,RoboFly_ID_1,ENERGY,1.1981115173604675
COST_ITEM_ID_243,RoboFly_ID_1,ENERGY,0.8897795462545238
COST_ITEM_ID_244,RoboFly_ID_1,ENERGY,3.923220060235904
COST_ITEM_ID_245,RoboFly_ID_1,ENERGY,1.5586287582053333
COST_ITEM_ID_246,RoboFly_ID_1,ENERGY,2.3930926580530025
COST_ITEM_ID_247,RoboFly_ID_1,ENERGY,1.7119133064040881
COST_ITEM_ID_248,RoboFly_ID_1,ENERGY,1.5789643431334637
COST_ITEM_ID_249,RoboFly_ID_1,ENERGY,0.5562602607987497
COST_ITEM_ID_250,RoboFly_ID_1,ENERGY,2.4427076367274734
COST_ITEM_ID_251,RoboFly_ID_1,ENERGY,3.5242705766940743
COST_ITEM_ID_252,RoboFly_ID_1,ENERGY,1.1164023409546902
COST_ITEM_ID_253,RoboFly_ID_1,ENERGY,3.88398933353661
COST_ITEM_ID_254,RoboFly_ID_1,ENERGY,3.1838166257944955
COST_ITEM_ID_255,RoboFly_ID_1,ENERGY,3.6809101421175376
COST_ITEM_ID_256,RoboFly_ID_1,ENERGY,5.041677508174839
COST_ITEM_ID_257,RoboFly_ID_1,ENERGY,1.6877467229324083
COST_ITEM_ID_258,RoboFly_ID_1,ENERGY,1.3159824387506245
COST_ITEM_ID_259,RoboFly_ID_1,ENERGY,4.081191212754779
COST_ITEM_ID_260,RoboFly_ID_1,ENERGY,0.6290980312601553
COST_ITEM_ID_261,RoboFly_ID_1,ENERGY,1.0321108259279552
COST_ITEM_ID_262,RoboFly_ID_1,ENERGY,2.8324470921859706
COST_ITEM_ID_263,RoboFly_ID_1,ENERGY,0.43225020569107475
COST_ITEM_ID_264,RoboFly_ID_1,ENERGY,1.5571773437931917
COST_ITEM_ID_265,RoboFly_ID_1,ENERGY,4.308437209655229
COST_ITEM_ID_266,RoboFly_ID_1,ENERGY,5.0183292638491395
COST_ITEM_ID_267,RoboFly_ID_1,ENERGY,3.954739050715086
COST_ITEM_ID_268,RoboFly_ID_1,ENERGY,2.5832156708008327
COST_ITEM_ID_269,RoboFly_ID_1,ENERGY,2.304961404868051
COST_ITEM_ID_270,RoboFly_ID_1,ENERGY,0.41055108240261007
COST_ITEM_ID_271,RoboFly_ID_1,ENERGY,3.0966062982826412
COST_ITEM_ID_272,RoboFly_ID_1,ENERGY,3.806425330538757
COST_ITEM_ID_273,RoboFly_ID_1,ENERGY,0.39294352987147985
COST_ITEM_ID_274,RoboFly_ID_1,ENERGY,3.806628803479599
COST_ITEM_ID_275,RoboFly_ID_1,ENERGY,2.820538355246364
COST_ITEM_ID_276,RoboFly_ID_1,ENERGY,3.5317566444317503
COST_ITEM_ID_277,RoboFly_ID_1,ENERGY,3.8345311460197666
COST_ITEM_ID_278,RoboFly_ID_1,ENERGY,1.753653610357859
COST_ITEM_ID_279,RoboFly_ID_1,ENERGY,1.1455653495351523
COST_ITEM_ID_280,RoboFly_ID_1,ENERGY,1.4853082562398774
COST_ITEM_ID_281,RoboFly_ID_1,ENERGY,3.25869237714512
COST_ITEM_ID_282,RoboFly_ID_1,ENERGY,0.7445371367090473
COST_ITEM_ID_283,RoboFly_ID_1,ENERGY,5.052295676884586
COST_ITEM_ID_284,RoboFly_ID_1,ENERGY,0.5974827468377459
COST_ITEM_ID_285,RoboFly_ID_1,ENERGY,3.781307155202949
COST_ITEM_ID_286,RoboFly_ID_1,ENERGY,1.6459147135311454
COST_ITEM_ID_287,RoboFly_ID_1,ENERGY,4.854257215482629
COST_ITEM_ID_288,RoboFly_ID_1,ENERGY,2.8118982719656467
COST_ITEM_ID_289,RoboFly_ID_1,ENERGY,1.9643039519651113
COST_ITEM_ID_290,RoboFly_ID_1,ENERGY,4.98097420564708
COST_ITEM_ID_291,RoboFly_ID_1,ENERGY,3.3949050226125967
COST_ITEM_ID_292,RoboFly_ID_1,ENERGY,4.196473936480779
COST_ITEM_ID_293,RoboFly_ID_1,ENERGY,4.266588763688075
COST_ITEM_ID_294,RoboFly_ID_1,ENERGY,2.140916635306602
COST_ITEM_ID_295,RoboFly_ID_1,ENERGY,1.60099912485559
COST_ITEM_ID_296,RoboFly_ID_1,ENERGY,2.1780761703014644
COST_ITEM_ID_297,RoboFly_ID_1,ENERGY,0.4364401652854286
COST_ITEM_ID_298,RoboFly_ID_1,ENERGY,0.700760060450791
COST_ITEM_ID_299,RoboFly_ID_1,ENERGY,2.508257733001877
COST_ITEM_ID_300,RoboFly_ID_1,ENERGY,3.893648234681208
COST_ITEM_ID_301,RoboFly_ID_1,ENERGY,2.331026873448335
COST_ITEM_ID_302,RoboFly_ID_1,ENERGY,2.168759036600208
COST_ITEM_ID_303,RoboFly_ID_1,ENERGY,0.7744623455457539
COST_ITEM_ID_304,RoboFly_ID_1,ENERGY,3.398839453292792
COST_ITEM_ID_305,RoboFly_ID_1,ENERGY,3.5737558244501986
COST_ITEM_ID_306,RoboFly_ID_1,ENERGY,2.103841814175533
COST_ITEM_ID_307,RoboFly_ID_1,ENERGY,0.7085181636221587
COST_ITEM_ID_308,RoboFly_ID_1,ENERGY,2.8998112629314567
COST_ITEM_ID_309,RoboFly_ID_1,ENERGY,2.524269597778362
COST_ITEM_ID_310,RoboFly_ID_1,ENERGY,1.4921550776761998
COST_ITEM_ID_311,RoboFly_ID_1,ENERGY,3.7713693232822805
COST_ITEM_ID_312,RoboFly_ID_1,ENERGY,1.2751129451366126
COST_ITEM_ID_313,RoboFly_ID_1,ENERGY,2.939084341645605
COST_ITEM_ID_314,RoboFly_ID_1,ENERGY,0.4320584575087751
COST_ITEM_ID_315,RoboFly_ID_1,ENERGY,4.646119276243647
COST_ITEM_ID_316,RoboFly_ID_1,ENERGY,0.28230936169440674
COST_ITEM_ID_317,RoboFly_ID_1,ENERGY,2.493097661626813
COST_ITEM_ID_318,RoboFly_ID_1,ENERGY,5.086725998982978
COST_ITEM_ID_319,RoboFly_ID_1,ENERGY,3.530228695391892
COST_ITEM_ID_320,RoboFly_ID_1,ENERGY,4.848384492629397
COST_ITEM_ID_321,RoboFly_ID_1,ENERGY,1.3134932811607347
COST_ITEM_ID_322,RoboFly_ID_1,ENERGY,3.1248883165611425
COST_ITEM_ID_323,RoboFly_ID_1,ENERGY,2.522239273675524
COST_ITEM_ID_324,RoboFly_ID_1,ENERGY,4.873853169484579
COST_ITEM_ID_325,RoboFly_ID_1,ENERGY,1.1479318154569453
COST_ITEM_ID_326,RoboFly_ID_1,ENERGY,0.6831878730216059
COST_ITEM_ID_327,RoboFly_ID_1,ENERGY,2.859117262807356
COST_ITEM_ID_328,RoboFly_ID_1,ENERGY,2.6379860017878864
COST_ITEM_ID_329,RoboFly_ID_1,ENERGY,5.048339659509786
COST_ITEM_ID_330,RoboFly_ID_1,ENERGY,2.6481240994976374
COST_ITEM_ID_331,RoboFly_ID_1,ENERGY,2.1080149375840604
COST_ITEM_ID_332,RoboFly_ID_1,ENERGY,1.176584413019008
COST_ITEM_ID_333,RoboFly_ID_1,ENERGY,2.600095040411411
COST_ITEM_ID_334,RoboFly_ID_1,ENERGY,4.671626096364131
COST_ITEM_ID_335,RoboFly_ID_1,ENERGY,3.2280145525661834
COST_ITEM_ID_336,RoboFly_ID_1,ENERGY,4.164337909007642
COST_ITEM_ID_337,RoboFly_ID_1,ENERGY,1.6639595558561795
COST_ITEM_ID_338,RoboFly_ID_1,ENERGY,4.751921146295392
COST_ITEM_ID_339,RoboFly_ID_1,ENERGY,3.3932506711503865
COST_ITEM_ID_340,RoboFly_ID_1,ENERGY,2.1709549914901416
COST_ITEM_ID_341,RoboFly_ID_1,ENERGY,4.82471284651957
COST_ITEM_ID_342,RoboFly_ID_1,ENERGY,1.1805537149009893
COST_ITEM_ID_343,RoboFly_ID_1,ENERGY,4.20869974053505
COST_ITEM_ID_344,RoboFly_ID_1,ENERGY,2.2739800453243513
COST_ITEM_ID_345,RoboFly_ID_1,ENERGY,4.406124873751587
COST_ITEM_ID_346,RoboFly_ID_1,ENERGY,4.627164152628814
COST_ITEM_ID_347,RoboFly_ID_1,ENERGY,4.853879592482241
COST_ITEM_ID_348,RoboFly_ID_1,ENERGY,5.051489190575938
COST_ITEM_ID_349,RoboFly_ID_1,ENERGY,2.016633971964432
COST_ITEM_ID_350,RoboFly_ID_1,ENERGY,2.9059481757811834
COST_ITEM_ID_351,RoboFly_ID_1,ENERGY,1.6077184817735168
COST_ITEM_ID_352,RoboFly_ID_1,ENERGY,2.6947080400670167
COST_ITEM_ID_353,RoboFly_ID_1,ENERGY,4.183899029211084
COST_ITEM_ID_354,RoboFly_ID_1,ENERGY,4.341597946033126
COST_ITEM_ID_355,RoboFly_ID_1,ENERGY,2.8899373067289718
COST_ITEM_ID_356,RoboFly_ID_1,ENERGY,1.7739985067279576
COST_ITEM_ID_357,RoboFly_ID_1,ENERGY,1.719255110365364
COST_ITEM_ID_358,RoboFly_ID_1,ENERGY,2.727962129365409
COST_ITEM_ID_359,RoboFly_ID_1,ENERGY,2.650425696335018
COST_ITEM_ID_360,RoboFly_ID_1,ENERGY,1.7116350064248929
COST_ITEM_ID_361,RoboFly_ID_1,ENERGY,0.3250255263322385
COST_ITEM_ID_362,RoboFly_ID_1,ENERGY,1.249666971046824
COST_ITEM_ID_363,RoboFly_ID_1,ENERGY,3.39830228174793
COST_ITEM_ID_364,RoboFly_ID_1,ENERGY,3.511321326629935
COST_ITEM_ID_365,RoboFly_ID_1,ENERGY,0.818630926169538
COST_ITEM_ID_366,RoboFly_ID_1,ENERGY,3.465502983061748
COST_ITEM_ID_367,RoboFly_ID_1,ENERGY,5.036614640338033
COST_ITEM_ID_368,RoboFly_ID_1,ENERGY,2.6174998594715673
COST_ITEM_ID_369,RoboFly_ID_1,ENERGY,1.4974812316146673
